,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
594,JAISURYAN,I am a diehard THALAIVAR RAJNIKANTH and SURIYA fan.I have a passion for photography too.. enjoying the present moment of life.. :),"Coimbatore/ Warsaw, Poland",2076,2015,353517,11603,"LEWIS HAMILTON TAKES THE 🏁

And with the fastest lap, he moves level in the championship race with Max Verstappen on 369.5 points!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/hnHfPElD3J",[]
595,CornerRacing,,,866,474,511,0,"Max Verstappen Post-Race Reaction - Saudi Arabian GP 2021
#SaudiArabianGP #MV33 #F1 
 https://t.co/acZ45nH3e0","['SaudiArabianGP', 'MV33', 'F1']"
596,RidhwanAzmai,A kid with dream to racing 💫,Malaysia,314,69,5592,1560,"The big talking point from Jeddah 😱

#SaudiArabianGP 🇸🇦 #F1 https://t.co/bkWWqlcbyO","['SaudiArabianGP', 'F1']"
597,ruuulo_,Podría mostrar lo que hay detrás de esta carcasa pero hoy tengo que ser uno más en la masa,,710,657,8979,2715,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
598,guchi0220,bikes music and duolingo.,,126,117,4041,0,"The word “offer” the position after Lewis may sound offensive that is something crossing the border of #F1 stewardship but for me it does not mean immediate unfairness, it’s a word in the days of frontline. Ultimately #redbull is able to appeal against it.  #SaudiArabianGP","['F1', 'redbull', 'SaudiArabianGP']"
599,hihubble,Student and developper (https://t.co/vBIqkYqZMP),,690,194,13550,2715,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
600,HelperEve,Eve Martini's Little Helper - My Birthday is 17th April,,21,266,774,15135,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
601,ugokce,,"İzmir, Türkiye",255,210,4148,323,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
602,KeangoDLuke,Just digging in this crazy garden called life,,315,213,5305,256,Pictured: Verstappen and Hamilton on lap 37 #F1 #SaudiArabianGP https://t.co/QYpSnqWR0w,"['F1', 'SaudiArabianGP']"
603,vivekravicha,,,147,24,204,2715,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
604,loudlyf1,it's lights out and away we go.,"she/her, 21",221,113,778,159,"Max on Ziggo: ""Im not gonna talk about it, they don't deserve a word out of my mouth"".
#SaudiArabianGP",['SaudiArabianGP']
605,jvrd_c,Geneva | Working in Business Aviation 🛩,,66,324,3632,428,"Bottas on the podium 👀🤣
#SaudiArabianGP #WTF1 https://t.co/qdt7YHH5Rq","['SaudiArabianGP', 'WTF1']"
606,Jake__Hughes,UTST,Wrexham,588,70,946,2715,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
607,Mohamme97280191,🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦,,163,31,1609,3440,ʀ ᴀ ᴄ ᴇ ᴅ ᴀ ʏ ⚔️ Up for the challenge 🦁 #UnleashTheLion 🇸🇦 #SaudiArabianGP https://t.co/xd7UMLMnTS,"['UnleashTheLion', 'SaudiArabianGP']"
608,GridRanking,"Global Racing Index Database (GRID) home of the #GRIDRanking rates all racers from #F1, #FormulaE, #IndyCar, #MotoGP, #NASCAR, #RepcoSC, & #WRC","Portland, OR",2334,879,13886,0,"Here is our #F1 #SaudiArabianGP Post-Race Show! Comment with your thoughts on the race!

https://t.co/BKQnn6ZOrM","['F1', 'SaudiArabianGP']"
609,NardosEl,A tu casa!,,13,2,4,135,"WTF they use for front wings? 

#SaudiArabianGP https://t.co/Ahg84RXHEK",['SaudiArabianGP']
610,1cebluemink,in the bleak midwinter,,190,170,10378,227,"For those of you pushing the British media's ""Max left no space"" bs, use your eyes please.
#SaudiArabianGP https://t.co/YJyaDnjhoF",['SaudiArabianGP']
611,totallloss,,Nederland,2,64,4327,2,"This is where they slowed down to 100km/h. From the left side, even a rookie can pass, however 7 time world champion Hamilton couldn’t…. #SaudiGP #saudiarabiangp https://t.co/SNLArZiACR",[]
612,jess01869732,,,47,3,62,2715,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
613,RidhwanAzmai,A kid with dream to racing 💫,Malaysia,314,69,5592,639,"TEAM STANDINGS

Mercedes have a 28-point cushion over Red Bull going into the final round 

#SaudiArabianGP 🇸🇦 #F1 https://t.co/Tz0qatzG3z","['SaudiArabianGP', 'F1']"
614,DeaLerRecords,,,282,42,1425,15135,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
615,LHN2122,DK✌️,,147,69,20692,149,"A tricky day for @LandoNorris, but he's looking on the positive side. ☺️

One more to go, Lando. 💪

#SaudiArabianGP 🇸🇦 https://t.co/xMn8hskuZf",['SaudiArabianGP']
616,uur_smsk,"Arkadaşım hoşgeldin.

BeşiktaşK.   M. K. A.","İstanbul, Türkiye",1115,868,5458,1560,"The big talking point from Jeddah 😱

#SaudiArabianGP 🇸🇦 #F1 https://t.co/bkWWqlcbyO","['SaudiArabianGP', 'F1']"
617,Hussain20872295,,,49,77,15983,2,"No caption is needed 💜❤️
#SaudiArabianGP 
#SaudiArabia https://t.co/t5TOCKxnFz","['SaudiArabianGP', 'SaudiArabia']"
618,lhsousa_,🇧🇷🇧🇷🇧🇷✌️,,666,103,46291,323,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
619,TheRealBoid,lurking,"Ballarat, Victoria",1698,39,9928,323,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
620,TerrodianRoar,🇪🇸🇦🇷,"Zaragoza, España",159,25,230,2715,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
621,SteveStevens47,@F1 Fan+Support @BristolCity+@LFC +F1/ Football/FormulaE/IndyCar/MotoGP/WSeries/General News+Polls/Horoscopes #211 #LN4 #JFT97 #YNWA - @SteveStevens50 Other Acc,"🔴Bristol, England🔴",83,9735,1366466,61,"|@Max33Verstappen has been summoned to the stewards over the incident where he slowed and Hamilton hit him. The summons is for ""alleged breach of article 2 (d) chapter IV Appendix L of the FIA International Sporting Code.""

#F1 #SaudiArabianGP https://t.co/bx4Ehggagf",[]
622,ivannesanting,all good // all ways 🤍,Nederland,374,174,1395,428,"Bottas on the podium 👀🤣
#SaudiArabianGP #WTF1 https://t.co/qdt7YHH5Rq","['SaudiArabianGP', 'WTF1']"
623,CapTrike,Bonjour,"Lausanne, Suisse",1197,26,1885,323,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
624,RidhwanAzmai,A kid with dream to racing 💫,Malaysia,314,69,5592,439,"""That has got to be the craziest race I remember!""

Lewis and Bono debrief after the flag in Jeddah 🏁

#SaudiArabianGP 🇸🇦 #F1 https://t.co/XgpZ1KBKB2","['SaudiArabianGP', 'F1']"
625,MrChaHunter,I love videogames and music #lovevalve,"Bogotá, D.C., Colombia",542,92,27129,2411,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
626,breezybalal,Passionate Arsenal Fan 🔴⚪️,"London, England",645,5173,110311,292,"Brundle has finally said it ""Verstappen has to look at his driving standards"". YES. Exactly! The man is a danger to others #F1 #SaudiArabianGP 🇸🇦",[]
627,PatrikSolc,23 y.o,"Náchod, Česká republika",138,184,9746,323,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
628,ElkoJong,Behoud Het Blauwe Gebouw https://t.co/0qTSreTdGV,"Tilburg, Nederland",174,33,629,0,"@fia @LewisHamilton @MercedesAMGF1 maybe it's more clear for you like this next week, Lewis? #f1 #letthemrace #SaudiArabiaGP #SaudiArabianGP https://t.co/3uoGNtO0Jl","['f1', 'letthemrace', 'SaudiArabiaGP', 'SaudiArabianGP']"
629,neilhudson,Special projects here and there in motorsport. PR and media services.,United Kingdom,1979,4243,108848,19,"Red Bull boss Horner says #F1 ""missed Charlie Whiting"" - Michael Masi's late predecessor as race director - during the chaotic #SaudiArabianGP.

More from both Horner and Wolff on the officiating today:

https://t.co/nNeOyh94IH",['F1']
630,JUANABDONPRADO,"Bonaverense De Pura Cepa, Papa de Nico, hijo de doña Yola, y de don Leo. Amante Del Cine, El Mar, Y Música En General Escribo Y Digo Lo Que Pienso, 0 POLÍTICA🙏",CALI,545,791,139835,614,"#SaudiArabianGP 🇸🇦: Felipe Massa is saying that when you slow down you’re supposed to stay on the outside to show that you’re giving back a position but Max stayed in the middle of the track. “It’s a bit strange, so in my view 5s was quite a small penalty”",['SaudiArabianGP']
631,SteveStevens47,@F1 Fan+Support @BristolCity+@LFC +F1/ Football/FormulaE/IndyCar/MotoGP/WSeries/General News+Polls/Horoscopes #211 #LN4 #JFT97 #YNWA - @SteveStevens50 Other Acc,"🔴Bristol, England🔴",83,9735,1366466,79,"🗣️ VERSTAPPEN: ""What happened today is unbelievable. 

""Just trying to race and this sport is more about penalties than racing. For me this is not Formula 1 ,but at least the fans enjoyed it and I gave it all today, but clearly not quick enough.""

#F1 #Formula1 #SaudiArabianGP 🇸🇦",[]
632,Charlie_Britez,God of War II,"Almirante Brown, Argentina",58,96,26172,340,"Our top 🔟 under the lights!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/cjkswSYiBn","['SaudiArabianGP', 'F1']"
633,Vibrant_HDMP,"GT: Vibrant HDMP
XBOX
TWITCH: https://t.co/A1ONEXgdsJ
Los límites los pones tu ♥️",,926,141,2420,2716,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
634,Luzuko_mxhosa,Farming | Animals | Diversity | Sport,Riverine,1597,1133,17034,2716,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
635,pascal17789999,"Alonsista, Verstappenista, Vettelista y AntiHamilton, odio los progres y amo a nanosexo, hablo sobre El Plan.",andorra ,229,8,1064,2716,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
636,RidhwanAzmai,A kid with dream to racing 💫,Malaysia,314,69,5592,192,"Second place means the title fight goes on to the final race of the season for Max 

#SaudiArabianGP 🇸🇦 #F1 https://t.co/JTMYZOU1TD","['SaudiArabianGP', 'F1']"
637,MandyStohl,Love my family and my friends,Germany,660,271,120304,149,"A tricky day for @LandoNorris, but he's looking on the positive side. ☺️

One more to go, Lando. 💪

#SaudiArabianGP 🇸🇦 https://t.co/xMn8hskuZf",['SaudiArabianGP']
638,yo_jo_tepu,自動車、バイク、ねこが好きです。会社ではたらく予定。グライダー、整備/フライト。ワンモータリゼーションを追っかけてます。,,138,23,905,15136,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
639,Santy_r14,Nada me puede malir sal...,Springfield,622,554,4826,2716,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
640,belleruine,"brown liquor, brown skin...",🇿🇦,201,58,749,974,"Christian Horner and Toto Wolff during the Red Flags:

#F1 #WTF1 #SaudiArabianGP 
https://t.co/ktgilboEzJ","['F1', 'WTF1', 'SaudiArabianGP']"
641,kikimiltosoniev,Mi único objetivo es ser feliz 🌷🎉,San Lorenzo ,772,476,12426,76,Lights out!! Bulls hold position on Lap 1 👏 #SaudiArabianGP https://t.co/7gmf09Lj2Q,['SaudiArabianGP']
642,chopanf,,,51,235,182604,340,"Our top 🔟 under the lights!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/cjkswSYiBn","['SaudiArabianGP', 'F1']"
643,LeBrawnGainz,CCNA student; aspiring Network Engineer. Basketball enthusiast. GIF wrangler. Beard gawd. Binge Watching King🍿. #HeatTwitter #CowboysNation,,731,370,15739,3921,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
644,f1yas,"𝟒 | 𝟒𝟒 | 𝟑 | 𝟓𝟓 | 𝟏𝟎 | 𝟏𝟔 | 𝟒𝟕 
🍇💚 𝕋𝕖𝕒𝕞 𝕞.𝕗.                                                     
• ☪️ • ♎ • 🏎️ • 🏒 • she/her",🇩🇪|🇹🇷,1093,1184,31579,32,"""The team did a good job and I thought I drove a good race, but the red flags changed everything.” 🚩😳

@LandoNorris shares his thoughts on the #SaudiArabianGP. Hear from the rest of the team too. 💬👇",[]
645,Kind_regards__,No consistency here. Be lekker and eat your vegetables.,"Cape Town, South Africa",1143,1680,60833,324,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
646,AndresSantaya,Se me da muy bien rajar.,A Coruña,478,225,6743,135,"WTF they use for front wings? 

#SaudiArabianGP https://t.co/Ahg84RXHEK",['SaudiArabianGP']
647,carlosribay,"Me encanta el #chocolate, el #café, la #cerveza y la #Formula1",Jalisco,827,115,245,135,"WTF they use for front wings? 

#SaudiArabianGP https://t.co/Ahg84RXHEK",['SaudiArabianGP']
648,SteveStevens47,@F1 Fan+Support @BristolCity+@LFC +F1/ Football/FormulaE/IndyCar/MotoGP/WSeries/General News+Polls/Horoscopes #211 #LN4 #JFT97 #YNWA - @SteveStevens50 Other Acc,"🔴Bristol, England🔴",83,9735,1366467,26,"And what did Hamilton make of the incident? 👀

Lewis 🗣 ""I didn't quite understand why all of a sudden he hit the brakes...It was a bit confusing.""

#F1 #SaudiArabianGP 🇸🇦",[]
649,jonnytunanotts,,,268,53,5457,593,Masi has lost control of this race #SaudiArabianGP,['SaudiArabianGP']
650,dx26d2,"Fan de Fernando Alonso 🇪🇸 Charles Leclerc 🇲🇨 et Max Verstappen 🇳🇱

Schumi le GOAT de la F1🏆

Tifosi dans le sang à tout jamais 🇮🇹
  
#JB17 #AH19 🙏❤️",Baku is that you ?,328,177,16278,2716,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
651,jamilskywalker,,Sentul,942,1273,15667,132,LET THE RECORDS REFLECT THAT MAX VERSTAPPEN IS NOT A WORTHY OPPONENT AND THAT LEWIS HAMILTON WON THE SAUDI ARABIAN GP AGAINST THE @FIA. STILL WE RISE GUYS. STILL WE RISE. WE WILL WE CONQUER THIS 👊🏾!! #SaudiArabianGP https://t.co/slybUlLDDR,[]
652,Extra_calibur,"ホンダの手先
バンナムの尖兵
きのこ派
遠州軽合金
モーニングショットを昼に飲む",アソビストア,1461,473,34635,340,"Our top 🔟 under the lights!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/cjkswSYiBn","['SaudiArabianGP', 'F1']"
653,NLatifi_fan,"Fan of Nicholas Latifi 💙
Canadian Formula1 driver for Williams🇨🇦🏎️",,103,120,2145,22,Crazy race with a lot going on but in the end happy to bring it home in one piece in P12. Lacking a little bit of pace to challenge for anything more but happy with the race we did! 🙌🏻 #SaudiArabianGP #NL6 https://t.co/bmqMBpzkMd,[]
